College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Unique_Number
CLG0094,121,5.31,5.32,10,Yes,10,7,3,No,2069
CLG0009,113,9.44,9.46,2,No,10,9,2,Yes,2070
CLG0061,114,9.34,9.81,6,No,0,4,5,Yes,2071
CLG0090,118,6.79,6.94,5,Yes,9,4,5,No,2072
CLG0022,101,9.46,9.25,6,Yes,4,5,4,No,2073
CLG0021,102,7.97,7.71,9,No,3,9,2,No,2074
CLG0023,90,9.03,8.66,10,Yes,6,2,0,No,2075
CLG0061,95,7.14,7.4,7,Yes,1,4,0,No,2076
CLG0012,109,5.57,5.76,5,No,0,9,1,No,2077
CLG0095,118,7.17,7.28,10,No,6,6,4,No,2078
CLG0017,97,7.29,6.83,7,Yes,7,6,0,No,2079
CLG0055,93,7.75,8.01,8,No,4,7,4,No,2080
CLG0021,100,5.53,5.67,1,No,7,5,2,No,2081
CLG0054,109,9.96,10.42,10,No,3,4,0,No,2082
CLG0047,78,6.22,6.31,7,No,7,3,4,No,2083
CLG0041,65,5.99,5.79,4,No,10,2,2,No,2084
CLG0097,91,7.63,7.51,5,No,2,7,5,No,2085
CLG0015,81,7.69,7.37,2,No,6,5,3,No,2086
CLG0096,92,7.2,7.42,10,Yes,5,1,1,No,2087
CLG0059,97,8.86,9.07,5,Yes,0,4,2,No,2088
CLG0099,93,7.58,7.28,9,No,4,9,5,No,2089
CLG0015,121,8.05,7.71,1,No,10,8,3,Yes,2090
CLG0029,104,8.62,8.2,3,No,3,7,4,No,2091
CLG0011,104,5.13,5.54,4,No,5,5,3,No,2092
CLG0029,109,7.85,7.58,9,No,8,1,0,No,2093
CLG0086,82,9.42,9.26,2,Yes,3,5,5,No,2094
CLG0090,115,5.09,4.87,7,Yes,1,8,5,Yes,2095
CLG0082,98,7.03,6.94,9,No,7,4,4,No,2096
CLG0089,110,9.63,9.84,10,No,0,5,1,No,2097
CLG0085,83,6.77,7.14,4,Yes,5,8,1,No,2098
CLG0088,76,7.29,6.97,5,No,3,5,4,No,2099
CLG0056,112,9.91,10.1,10,No,5,4,0,No,2100
CLG0092,105,6,5.85,4,No,2,4,4,No,2101
CLG0053,86,5.33,5.81,7,Yes,8,6,4,No,2102
CLG0003,86,9.3,9.1,8,No,2,10,5,Yes,2103
CLG0013,116,9.34,8.85,8,No,2,1,4,Yes,2104
CLG0038,82,7.36,7.38,3,Yes,4,4,2,No,2105
CLG0070,124,7.57,7.22,2,Yes,6,1,1,No,2106
CLG0011,86,9.18,8.72,6,Yes,5,6,1,No,2107
CLG0023,109,8.69,8.89,1,No,6,8,0,No,2108
CLG0073,95,6.33,6.56,9,No,8,4,1,No,2109
CLG0056,109,5.08,5.04,7,No,2,8,0,No,2110
CLG0017,91,7.4,7.58,8,No,4,2,5,No,2111
CLG0009,97,9.29,9.33,7,Yes,4,5,0,No,2112
CLG0083,100,9.48,9.61,5,No,2,3,1,No,2113
CLG0099,84,9.78,9.88,5,No,10,7,4,No,2114
CLG0096,111,9.4,9.57,7,No,9,9,4,Yes,2115
CLG0092,92,7.9,7.6,7,Yes,8,1,2,No,2116
CLG0028,96,7.22,6.99,2,Yes,8,8,0,No,2117
CLG0079,85,8.87,8.81,2,No,5,4,3,No,2118
CLG0019,61,8.7,8.65,7,No,4,10,3,Yes,2119
CLG0097,97,7.69,7.96,5,Yes,3,5,5,No,2120
CLG0087,136,5.44,5.31,2,No,3,1,1,No,2121
CLG0092,111,9.63,9.29,1,Yes,4,5,1,No,2122
CLG0004,99,7.28,7.03,9,No,1,9,3,No,2123
CLG0047,96,6.82,6.53,8,No,7,8,2,No,2124
CLG0047,100,8.15,8.38,2,Yes,6,8,5,Yes,2125
CLG0031,108,8.37,8.34,2,Yes,6,6,0,No,2126
CLG0099,82,6.05,6.26,3,Yes,0,9,0,No,2127
CLG0005,116,9.18,9.1,4,Yes,7,4,5,Yes,2128
CLG0033,110,6.45,6.84,9,Yes,10,6,1,No,2129
CLG0048,110,5.93,6.41,6,No,0,3,5,No,2130
CLG0032,106,7.03,7.2,3,Yes,8,2,1,No,2131
CLG0079,100,8.65,9.01,8,No,5,9,5,Yes,2132
CLG0059,110,9.83,9.84,6,Yes,7,5,4,No,2133
CLG0098,108,9.05,9.48,8,Yes,0,2,2,No,2134
CLG0064,94,9.7,10.03,10,Yes,5,5,0,No,2135
CLG0047,91,5.7,6.19,2,No,0,6,4,No,2136
CLG0009,101,5.36,5.48,8,Yes,2,8,3,No,2137
CLG0035,123,7.79,8.07,5,No,1,5,4,Yes,2138
CLG0047,81,6.45,6.49,10,Yes,1,2,5,No,2139
CLG0088,77,9.14,8.9,4,No,3,7,3,No,2140
CLG0082,102,8.36,8.21,3,No,6,5,3,No,2141
CLG0017,100,9.85,10.24,9,No,2,2,0,No,2142
CLG0001,102,6.27,5.83,10,No,6,6,4,No,2143
CLG0055,103,7.43,7.52,7,Yes,8,7,0,No,2144
CLG0011,96,7.51,7.38,7,No,3,8,2,No,2145
CLG0033,122,6.2,6.09,6,No,6,3,2,No,2146
CLG0070,75,7.95,8.33,9,Yes,0,4,2,No,2147
CLG0056,87,7.22,7.57,3,Yes,1,6,2,No,2148
CLG0064,98,7.23,7.33,1,No,7,3,3,No,2149
CLG0093,75,6.81,6.58,7,Yes,2,6,5,No,2150
CLG0058,97,5.08,5.06,9,No,4,9,2,No,2151
CLG0020,124,7.61,7.52,6,Yes,7,5,0,No,2152
CLG0018,100,6.68,6.53,10,No,4,2,5,No,2153
CLG0078,103,5.01,4.61,2,Yes,0,10,4,No,2154
CLG0045,81,6.54,6.58,8,No,1,2,4,No,2155
CLG0043,90,6.39,6.19,9,Yes,9,7,0,No,2156
CLG0020,94,6.97,7.13,10,No,10,4,1,No,2157
CLG0057,95,5.66,5.48,8,No,2,9,1,No,2158
CLG0082,119,7.54,7.47,9,No,9,9,1,No,2159
CLG0027,108,8.46,8.01,1,Yes,1,6,1,No,2160
CLG0018,83,8.15,8.64,3,No,8,10,3,Yes,2161
CLG0017,103,9.02,9.03,3,No,4,5,3,No,2162
CLG0060,107,7.26,6.78,9,No,0,7,4,No,2163
CLG0089,117,7.6,7.64,3,No,10,5,4,No,2164
CLG0005,123,9.05,9.42,10,Yes,10,9,3,Yes,2165
CLG0006,84,7.14,7.41,1,Yes,10,9,3,No,2166
CLG0100,87,8.51,8.71,3,No,7,7,4,No,2167
CLG0097,81,7.17,6.81,2,Yes,2,4,0,No,2168
CLG0015,96,7.09,7.25,9,No,10,1,3,No,2169
CLG0039,106,8.8,9.07,1,No,8,4,0,No,2170
CLG0080,114,5.87,5.94,2,No,8,3,2,No,2171
CLG0039,98,6.69,7.08,1,Yes,5,1,0,No,2172
CLG0088,95,6.12,5.9,9,No,3,10,0,No,2173
CLG0021,102,6.8,6.54,7,No,8,4,3,No,2174
CLG0013,87,6.15,6.52,1,No,10,7,2,No,2175
CLG0029,131,7.9,8.03,10,Yes,8,2,1,No,2176
CLG0098,75,8.99,8.49,6,Yes,1,7,0,No,2177
CLG0005,102,8.93,8.78,5,Yes,9,6,2,No,2178
CLG0067,130,6.82,7.18,10,Yes,5,9,2,Yes,2179
CLG0021,100,9.94,9.47,5,No,10,2,3,No,2180
CLG0009,97,7.97,7.47,4,No,3,6,2,No,2181
CLG0067,94,7,6.78,3,No,2,6,5,No,2182
CLG0044,97,9.18,9.59,8,No,9,6,1,No,2183
CLG0062,120,8.65,9.05,7,Yes,5,3,3,Yes,2184
CLG0094,66,8.75,8.77,5,No,10,6,5,No,2185
CLG0067,123,5.98,6.03,9,No,7,9,0,No,2186
CLG0062,78,7.34,7.17,7,No,8,3,3,No,2187
CLG0062,96,9.31,9.05,10,Yes,8,2,0,No,2188
CLG0060,93,7.52,7.84,2,No,1,8,3,No,2189
CLG0049,108,8.42,8.03,7,No,7,3,2,No,2190
CLG0039,76,7.94,7.93,7,No,10,5,1,No,2191
CLG0041,106,9.21,9.34,4,No,7,5,3,No,2192
CLG0050,130,6.42,6.02,8,Yes,4,2,5,No,2193
CLG0098,79,7.88,7.9,4,Yes,3,2,4,No,2194
CLG0017,102,5.62,5.7,7,No,8,6,2,No,2195
CLG0053,90,8.45,8.69,4,No,3,2,3,No,2196
CLG0055,106,8.66,8.39,8,No,9,6,2,No,2197
CLG0078,100,5.21,5,3,Yes,3,7,4,No,2198
CLG0075,90,8.38,8.45,2,No,2,4,5,No,2199
CLG0056,107,7.07,7.55,10,No,9,10,2,No,2200
CLG0001,127,5.62,5.34,6,Yes,2,4,2,No,2201
CLG0065,97,7.1,7.59,7,No,2,3,3,No,2202
CLG0064,110,5.97,6.18,7,Yes,10,1,2,No,2203
CLG0052,80,7.08,7.41,6,Yes,6,4,5,No,2204
CLG0015,85,6.92,6.51,8,No,4,3,3,No,2205
CLG0002,107,8.69,8.49,6,Yes,8,8,1,No,2206
CLG0012,122,8.87,8.43,6,No,1,5,4,Yes,2207
CLG0045,105,8.04,7.91,3,No,3,7,5,No,2208
CLG0057,95,5.11,5.59,2,No,1,3,5,No,2209
CLG0042,99,9.66,9.27,7,Yes,10,3,0,No,2210
CLG0002,81,8.43,8.49,6,Yes,7,6,4,No,2211
CLG0087,109,5.17,4.68,1,No,3,10,2,No,2212
CLG0062,113,9.09,9.3,2,No,0,4,5,Yes,2213
CLG0034,93,6,5.7,2,Yes,9,8,3,No,2214
CLG0017,92,7.9,7.53,1,Yes,2,3,0,No,2215
CLG0041,103,7.33,7.17,3,Yes,6,5,0,No,2216
CLG0078,93,7.1,7.37,5,No,2,1,5,No,2217
CLG0075,99,9.45,9.06,4,No,4,1,2,No,2218
CLG0084,131,7.19,6.92,2,Yes,1,8,5,Yes,2219
CLG0071,96,5.38,4.89,8,No,7,7,0,No,2220
CLG0065,94,9.73,10.2,9,Yes,3,1,3,No,2221
CLG0015,90,9.6,9.69,8,No,0,6,2,No,2222
CLG0038,111,8.42,8.64,7,No,3,2,5,Yes,2223
CLG0098,97,7.34,7.49,10,No,7,1,4,No,2224
CLG0073,90,5.46,5.1,2,No,8,10,2,No,2225
CLG0065,119,8.95,9.04,6,Yes,0,5,2,Yes,2226
CLG0009,121,5.38,5.01,4,No,5,5,0,No,2227
CLG0042,90,5.34,5.24,5,No,3,2,5,No,2228
CLG0066,72,7.69,7.76,9,No,10,5,1,No,2229
CLG0086,115,5.8,5.86,9,Yes,7,7,0,No,2230
CLG0089,89,5.04,4.66,4,Yes,0,4,5,No,2231
CLG0051,111,7.12,6.65,8,Yes,4,2,5,No,2232
CLG0078,70,5.69,5.99,5,Yes,0,5,1,No,2233
CLG0099,113,5.8,6.03,9,Yes,3,6,2,No,2234
CLG0080,81,5.38,4.96,2,Yes,1,8,2,No,2235
CLG0019,110,6.03,5.66,4,No,9,9,5,No,2236
CLG0031,100,8.58,8.97,3,No,8,10,4,Yes,2237
CLG0066,85,9.04,9.31,7,Yes,1,8,0,No,2238
CLG0032,93,7.26,7.76,2,Yes,3,7,4,No,2239
CLG0100,110,7.53,7.28,3,No,2,9,3,No,2240
CLG0075,101,5.16,5.15,9,No,0,9,2,No,2241
CLG0008,108,5.35,5.09,8,No,0,6,5,No,2242
CLG0069,129,6.29,6.41,2,No,1,3,5,No,2243
CLG0098,76,7.72,7.34,6,Yes,7,8,4,No,2244
CLG0032,124,8.7,8.33,3,No,1,3,3,Yes,2245
CLG0047,101,8.03,7.6,6,No,0,1,1,No,2246
CLG0070,86,6.96,7.15,5,No,5,4,0,No,2247
CLG0008,80,5.59,5.58,10,No,0,9,3,No,2248
CLG0034,97,8.9,9.02,4,No,9,8,0,No,2249
CLG0004,113,6.82,7.2,7,No,8,6,2,No,2250
CLG0036,98,8.68,8.92,10,No,5,3,5,No,2251
CLG0044,122,7.56,7.52,7,No,9,3,1,No,2252
CLG0025,78,8.69,9.17,4,No,5,7,2,No,2253
CLG0026,99,9.54,9.5,3,No,0,5,3,No,2254
CLG0033,81,9.61,9.22,4,No,6,3,1,No,2255
CLG0009,105,7.68,8.17,2,Yes,2,1,3,No,2256
CLG0047,113,7.56,7.08,4,No,0,9,0,No,2257
CLG0072,93,6.33,6.38,4,Yes,8,5,2,No,2258
CLG0017,60,9.68,9.49,5,Yes,7,7,0,No,2259
CLG0015,102,7.29,7.29,1,Yes,3,10,1,No,2260
CLG0042,106,5.64,5.7,2,Yes,2,9,4,No,2261
CLG0054,106,7.16,6.9,8,Yes,1,4,0,No,2262
CLG0013,118,5.64,5.7,8,Yes,1,5,1,No,2263
CLG0050,83,7.51,7.77,8,No,10,3,1,No,2264
CLG0044,110,7.81,7.58,5,Yes,2,7,3,No,2265
CLG0003,117,6.69,6.57,8,Yes,0,1,0,No,2266
CLG0053,73,5.36,5.13,9,No,9,8,2,No,2267
CLG0056,104,9.72,10.04,4,No,6,3,0,No,2268
CLG0054,92,8.87,9.09,4,Yes,1,4,3,No,2269
CLG0057,98,9.19,9.56,7,No,5,10,1,No,2270
CLG0012,105,6.83,6.5,5,No,5,4,2,No,2271
CLG0093,92,8.8,8.37,10,Yes,10,7,4,No,2272
CLG0059,89,7.43,7.05,1,No,3,7,5,No,2273
CLG0065,100,6.01,5.67,8,No,3,4,2,No,2274
CLG0096,83,5.62,5.65,4,No,0,6,5,No,2275
CLG0037,83,6.73,7.2,8,Yes,10,8,0,No,2276
CLG0020,110,5.69,5.55,2,Yes,5,10,2,No,2277
CLG0072,82,9.99,10.45,4,Yes,7,4,0,No,2278
CLG0037,109,5.25,4.79,2,Yes,9,1,2,No,2279
CLG0031,106,7.21,7.64,5,Yes,3,7,0,No,2280
CLG0095,74,7.26,6.94,10,No,0,2,5,No,2281
CLG0025,89,6.5,6.91,10,No,3,3,1,No,2282
CLG0050,117,7.86,7.42,8,No,1,8,1,No,2283
CLG0049,85,5.75,6.2,7,Yes,3,2,0,No,2284
CLG0008,93,8.92,8.62,5,Yes,7,2,0,No,2285
CLG0094,106,6.66,6.46,7,No,2,4,4,No,2286
CLG0094,111,7.96,7.95,5,No,4,6,0,No,2287
CLG0091,96,8.58,8.46,7,No,9,10,3,Yes,2288
CLG0035,91,9.45,9.62,4,No,10,2,5,No,2289
CLG0013,121,9.18,9.65,4,Yes,1,9,0,Yes,2290
CLG0021,126,8.04,8.15,10,Yes,8,2,1,No,2291
CLG0073,114,6.94,7.16,4,No,2,9,2,Yes,2292
CLG0024,101,7.52,7.11,8,No,0,7,1,No,2293
CLG0048,87,8.84,8.97,1,Yes,6,3,3,No,2294
CLG0033,87,9.39,9.34,10,Yes,10,9,2,Yes,2295
CLG0001,107,5.52,5.91,5,Yes,4,9,1,No,2296
CLG0072,106,6.92,6.81,10,Yes,8,6,0,No,2297
CLG0003,121,8.88,9.06,2,No,2,2,5,Yes,2298
CLG0014,109,7.16,6.89,10,Yes,10,7,0,No,2299
CLG0014,77,6.66,6.42,4,No,0,4,2,No,2300
CLG0049,115,7.06,6.94,5,No,6,4,5,No,2301
CLG0033,85,8.01,7.81,8,No,7,7,4,No,2302
CLG0004,94,10,9.75,2,No,10,5,3,No,2303
CLG0038,103,7.46,7.01,2,No,1,1,1,No,2304
CLG0025,129,6.04,6.38,2,No,1,3,1,No,2305
CLG0047,146,5.81,5.37,8,Yes,8,7,3,No,2306
CLG0013,109,5.21,5.6,3,Yes,3,9,1,No,2307
CLG0039,97,7.79,7.42,5,No,0,9,2,No,2308
CLG0025,108,7.72,7.29,2,Yes,8,7,4,No,2309
CLG0073,113,6.03,6.09,6,Yes,8,5,2,No,2310
CLG0043,95,8.48,8.48,10,No,5,4,4,No,2311
CLG0038,126,8.71,8.7,6,No,5,9,5,Yes,2312
CLG0035,103,6.3,6.37,2,No,8,6,0,No,2313
CLG0093,107,6.72,6.51,4,No,1,10,4,No,2314
CLG0055,109,9.95,10.11,2,Yes,8,2,4,No,2315
CLG0050,106,6.87,6.87,10,Yes,3,3,4,No,2316
CLG0078,112,8.8,8.63,4,No,3,7,1,No,2317
CLG0034,90,7.26,7.59,7,No,8,4,4,No,2318
CLG0025,91,8.97,9.2,5,Yes,6,7,3,No,2319
CLG0042,83,8.85,8.74,10,No,9,5,0,No,2320
CLG0092,106,8.34,8.69,4,No,4,1,0,No,2321
CLG0051,111,9.27,9.69,10,No,7,10,1,Yes,2322
CLG0094,106,9.7,9.74,10,No,0,3,2,No,2323
CLG0037,125,7.9,7.61,3,Yes,6,9,3,Yes,2324
CLG0066,99,6.19,6.61,6,No,3,4,2,No,2325
CLG0085,110,6.99,6.68,2,No,1,5,4,No,2326
CLG0034,83,8.79,8.34,4,No,1,2,2,No,2327
CLG0083,94,8.25,8.08,8,No,10,10,3,Yes,2328
CLG0038,110,5.89,6.12,2,No,8,8,1,No,2329
CLG0031,112,5.26,5.68,9,Yes,5,1,1,No,2330
CLG0026,95,8.41,8.55,2,Yes,10,4,4,No,2331
CLG0076,98,6.26,6.71,8,No,3,6,3,No,2332
CLG0094,77,7.5,7.09,8,Yes,1,8,1,No,2333
CLG0026,94,8.73,8.29,7,Yes,6,4,4,No,2334
CLG0063,113,7.81,7.91,10,No,8,2,2,No,2335
CLG0048,108,5.42,5.89,6,No,1,4,3,No,2336
CLG0095,107,5.93,5.93,1,No,3,1,1,No,2337
CLG0079,100,6.1,5.65,2,Yes,0,8,3,No,2338
CLG0010,100,6.29,6.01,7,Yes,0,9,1,No,2339
CLG0036,90,7.83,7.57,4,Yes,2,3,5,No,2340
CLG0040,110,7.52,7.36,9,No,0,8,1,No,2341
CLG0026,106,6.02,5.56,3,No,3,9,3,No,2342
CLG0009,107,5.34,5.74,4,Yes,5,8,1,No,2343
CLG0053,92,5.86,5.88,3,Yes,4,2,2,No,2344
CLG0081,67,9.92,10.09,7,Yes,8,2,4,No,2345
CLG0070,116,7.34,6.91,2,No,10,10,5,Yes,2346
CLG0086,92,9.34,8.89,10,Yes,1,4,0,No,2347
CLG0080,87,9.24,9.33,2,Yes,1,1,3,No,2348
CLG0086,110,7.56,7.95,2,Yes,2,3,3,No,2349
CLG0053,94,8.53,8.56,4,No,3,4,4,No,2350
CLG0039,115,5.96,6.34,8,Yes,8,2,2,No,2351
CLG0061,109,8.44,8.75,8,Yes,10,7,0,No,2352
CLG0052,110,6.36,5.94,8,Yes,5,10,2,No,2353
CLG0068,79,9.16,8.86,8,Yes,8,3,3,No,2354
CLG0068,118,5.42,5.58,7,No,4,7,0,No,2355
CLG0073,103,8.87,8.81,6,Yes,8,7,1,No,2356
CLG0078,94,5.5,5.29,7,No,8,9,5,No,2357
CLG0042,102,9.41,9.33,5,No,0,4,3,No,2358
CLG0090,73,6.52,6.47,8,No,8,4,2,No,2359
CLG0067,106,8.27,8.68,2,Yes,6,1,4,No,2360
CLG0096,84,7.44,7.04,5,Yes,10,6,1,No,2361
CLG0075,79,6.83,6.61,7,No,7,6,0,No,2362
CLG0051,77,8.23,8.27,9,No,2,7,3,No,2363
CLG0003,116,9.74,9.94,10,No,0,9,4,Yes,2364
CLG0013,90,5.21,5.34,1,No,3,10,4,No,2365
CLG0013,123,9.59,10.03,9,No,0,10,2,Yes,2366
CLG0061,91,8.05,8.35,3,Yes,0,10,5,Yes,2367
CLG0024,74,9.04,9.1,1,Yes,3,9,4,Yes,2368
CLG0020,83,6.92,6.63,7,No,7,5,2,No,2369
CLG0074,118,7.36,7.31,3,No,0,2,0,No,2370
CLG0087,97,9.34,9.53,8,No,9,1,3,No,2371
CLG0097,91,7.07,7.41,2,No,9,2,0,No,2372
CLG0055,102,7.67,8.13,4,No,8,2,5,No,2373
CLG0035,107,5.1,5.21,2,No,5,1,2,No,2374
CLG0078,116,5.79,5.82,4,Yes,4,8,0,No,2375
CLG0080,121,8.21,7.73,1,No,8,3,3,No,2376
CLG0030,94,8.58,8.15,10,Yes,8,10,3,Yes,2377
CLG0083,80,7.91,7.57,5,No,8,10,4,No,2378
CLG0033,93,5.72,5.27,3,Yes,2,8,5,No,2379
CLG0041,103,7.23,7.13,9,No,7,6,2,No,2380
CLG0066,85,6.78,6.62,4,No,9,1,0,No,2381
CLG0049,85,7.48,7.62,6,No,3,7,4,No,2382
CLG0008,105,9.35,9.39,9,Yes,3,3,4,No,2383
CLG0084,99,8.88,8.98,2,Yes,6,9,0,No,2384
CLG0003,100,5.42,5.39,7,Yes,7,9,2,No,2385
CLG0085,88,9.45,9.23,3,No,3,4,2,No,2386
CLG0065,96,7.36,7.81,1,No,10,2,5,No,2387
CLG0085,86,8.72,8.31,9,No,9,10,3,Yes,2388
CLG0072,113,5.7,6.14,9,Yes,5,9,2,Yes,2389
CLG0002,115,8.35,8.16,4,No,0,5,4,Yes,2390
CLG0087,72,6.18,6.19,9,Yes,1,8,3,No,2391
CLG0041,86,7.19,6.8,7,Yes,4,9,1,No,2392
CLG0053,77,5.08,4.65,4,Yes,3,1,3,No,2393
CLG0075,90,5.76,5.69,2,Yes,2,3,4,No,2394
CLG0016,98,5.46,5.7,5,Yes,10,7,5,No,2395
CLG0009,78,6.2,5.97,8,No,5,2,0,No,2396
CLG0096,86,5.5,5.56,10,Yes,9,4,0,No,2397
CLG0039,84,8.46,8.24,10,Yes,5,4,5,No,2398
CLG0064,103,5.15,5.04,6,Yes,10,7,5,No,2399
CLG0036,101,8.09,8.5,5,No,9,2,0,No,2400
CLG0023,89,5.7,6.06,4,Yes,7,8,4,No,2401
CLG0047,102,9.73,9.75,6,No,1,8,5,Yes,2402
CLG0049,91,9.67,9.41,3,Yes,6,6,3,No,2403
CLG0055,95,6.13,5.82,2,No,6,4,0,No,2404
CLG0094,125,8.07,8.52,1,No,1,2,2,Yes,2405
CLG0010,120,5.14,4.84,9,No,5,3,1,No,2406
CLG0063,80,9.66,9.97,1,No,4,3,0,No,2407
CLG0095,112,7.61,7.48,4,No,1,3,5,No,2408
CLG0026,112,5.22,5.71,6,No,8,4,0,No,2409
CLG0048,82,6.71,6.58,9,No,7,7,1,No,2410
CLG0030,112,5.38,5.23,4,No,6,9,2,Yes,2411
CLG0002,123,6.96,7.1,7,No,5,10,1,No,2412
CLG0029,83,8.35,8.81,7,No,4,4,0,No,2413
CLG0054,86,7.35,7.83,6,Yes,8,7,0,No,2414
CLG0032,115,6.92,7.13,9,No,4,10,3,Yes,2415
CLG0038,104,5.6,5.85,10,No,5,6,5,No,2416
CLG0021,108,6.22,6.28,7,No,2,10,4,No,2417
CLG0027,105,5.5,5.76,3,No,8,9,3,No,2418
CLG0088,105,9.04,9.4,6,No,10,8,3,Yes,2419
CLG0034,80,5.68,5.67,7,No,7,2,3,No,2420
CLG0023,115,7.98,8.1,7,No,8,3,3,Yes,2421
CLG0078,117,6.71,6.75,6,No,0,6,3,No,2422
CLG0039,96,6.13,6.19,3,No,0,5,2,No,2423
CLG0069,99,8.2,8.59,6,No,1,2,5,No,2424
CLG0073,77,7.29,7.15,2,No,3,2,4,No,2425
CLG0045,107,7,6.71,10,Yes,9,5,4,No,2426
CLG0063,108,7.96,7.92,1,Yes,4,5,5,No,2427
CLG0008,99,7.46,7.17,8,Yes,6,1,4,No,2428
CLG0007,116,6.52,6.52,3,No,3,10,2,Yes,2429
CLG0030,94,7.8,8.2,8,No,0,3,2,No,2430
CLG0012,108,8.35,8.47,3,No,7,9,5,Yes,2431
CLG0020,84,5.13,5.49,2,Yes,10,10,2,No,2432
CLG0064,99,7.33,7,8,Yes,2,3,0,No,2433
CLG0029,97,5.29,5.69,3,Yes,8,6,4,No,2434
CLG0055,103,5.93,6.03,8,Yes,1,6,1,No,2435
CLG0012,94,7.8,7.33,2,No,10,2,3,No,2436
CLG0084,98,9.33,9.46,4,No,0,7,0,No,2437
CLG0022,112,9.41,9.86,9,No,9,9,0,Yes,2438
CLG0023,93,5.35,4.93,1,No,7,9,3,No,2439
CLG0048,75,7.1,7.18,2,No,2,8,0,No,2440
CLG0045,126,7.92,8.34,2,Yes,0,5,2,Yes,2441
CLG0026,120,5.74,5.25,9,No,10,8,0,No,2442
CLG0028,80,8.83,8.96,10,No,2,9,4,Yes,2443
CLG0055,110,8.72,8.69,5,No,7,1,4,No,2444
CLG0073,92,9.52,9.37,4,No,10,1,5,No,2445
CLG0069,103,5.04,5.17,10,Yes,3,5,5,No,2446
CLG0002,104,6.08,5.63,10,No,9,7,1,No,2447
CLG0028,96,9.14,9.39,4,Yes,10,9,4,Yes,2448
CLG0077,88,8.35,7.85,7,No,6,9,3,No,2449
CLG0079,89,9.47,9.28,3,No,7,3,3,No,2450
CLG0053,86,5.29,5.29,9,Yes,6,1,4,No,2451
CLG0014,87,7.98,7.86,5,Yes,0,3,2,No,2452
CLG0046,98,7.85,7.66,9,No,3,8,4,No,2453
CLG0078,89,5.18,5.51,1,No,9,7,2,No,2454
CLG0067,110,7.57,8,10,No,8,5,5,No,2455
CLG0074,122,8.05,8.42,8,No,6,10,3,Yes,2456
CLG0070,91,5.96,5.98,2,No,0,9,4,No,2457
CLG0020,103,6.37,6.75,8,Yes,7,4,5,No,2458
CLG0035,107,8.2,8.62,4,Yes,3,6,1,No,2459
CLG0048,107,7.34,7.25,2,No,6,5,3,No,2460
CLG0043,101,9.29,9.07,2,No,5,6,1,No,2461
CLG0020,111,6.71,6.31,6,No,6,4,3,No,2462
CLG0056,107,6.33,6.31,3,Yes,9,3,0,No,2463
CLG0003,81,9.92,10.37,10,No,9,5,5,No,2464
CLG0068,113,9.56,9.62,3,No,0,5,0,No,2465
CLG0011,113,5.14,5.31,9,No,5,2,0,No,2466
CLG0062,88,8.85,8.46,5,No,2,10,1,No,2467
CLG0061,100,5.55,5.19,7,No,9,4,2,No,2468
CLG0095,110,5.14,5.1,5,Yes,3,3,3,No,2469
CLG0058,96,6.37,6.82,2,No,0,7,0,No,2470
CLG0029,116,6.35,6.21,8,Yes,9,5,1,No,2471
CLG0038,135,9.1,9.48,9,No,7,6,3,Yes,2472
CLG0084,88,8.55,8.17,2,No,1,7,0,No,2473
CLG0088,79,9.91,10.03,2,No,2,2,0,No,2474
CLG0087,104,8.56,8.66,4,No,6,10,0,No,2475
CLG0022,110,7.09,7.45,8,No,1,4,1,No,2476
CLG0086,96,8.49,7.99,5,No,3,6,2,No,2477
CLG0041,121,10,9.69,5,No,6,3,5,Yes,2478
CLG0084,79,8.55,8.27,7,Yes,2,6,5,No,2479
CLG0063,110,8.81,9.26,4,Yes,1,10,0,No,2480
CLG0038,90,9.69,9.34,9,No,7,1,0,No,2481
CLG0050,125,5.57,5.11,4,Yes,1,8,2,Yes,2482
CLG0007,129,8.52,8.55,8,Yes,9,10,5,Yes,2483
CLG0024,88,9.25,9.28,3,No,6,5,2,No,2484
CLG0046,91,9.77,10.11,6,No,10,1,4,No,2485
CLG0025,112,6.05,6.5,1,No,2,10,0,No,2486
CLG0078,94,7.52,7.56,7,No,3,10,5,No,2487
CLG0029,99,8.4,8.83,7,Yes,5,1,3,No,2488
CLG0067,100,6.24,6.47,2,No,10,10,4,No,2489
CLG0093,71,8,7.76,5,No,2,3,3,No,2490
CLG0080,99,6.29,6.72,4,Yes,0,6,2,No,2491
CLG0085,89,6.67,6.84,10,No,7,2,5,No,2492
CLG0022,92,7.21,7.12,9,No,3,8,4,No,2493
CLG0085,121,7.65,7.83,2,No,0,10,1,No,2494
CLG0086,81,7.25,7.15,3,No,1,7,4,No,2495
CLG0009,112,7.47,7.08,1,No,5,2,4,No,2496
CLG0087,95,6.49,6.71,10,No,0,1,2,No,2497
CLG0049,95,5.79,6.11,5,Yes,8,7,0,No,2498
CLG0073,111,5.24,5.47,3,No,6,7,2,No,2499
CLG0096,105,5.98,5.71,4,Yes,7,3,2,No,2500
CLG0036,108,7.91,8.37,4,No,7,10,2,Yes,2501
CLG0100,114,8.93,8.46,6,No,5,8,3,Yes,2502
